Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Relationship with Student,Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
92,92,23,11,40,A,23,Male,Engaged,0,Master's Degree,College,Uncle,Yes,7,Good,Watching TV,High,1,No
81,86,24,11,31,B,24,Male,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,1,Poor,Reading,Moderate,6,No
77,91,11,20,36,B,21,Female,Single,0,Master's Degree,Doctorate,Uncle,Yes,6,Average,Sports,Low,1,No
94,86,13,8,41,B,18,Female,Engaged,0,Doctorate,College,Mother,No,8,Average,Reading,Moderate,7,Yes
77,89,15,19,38,A,18,Male,Engaged,0,Bachelor's Degree,College,Brother,Yes,2,Poor,Sports,Moderate,6,No
68,69,21,9,14,D,24,Male,Single,0,Bachelor's Degree,High School,Brother,No,6,Good,Reading,High,5,Yes
75,95,16,19,34,B,23,Female,Married,1,Master's Degree,Bachelor's Degree,Brother,Yes,7,Average,Watching TV,High,4,Yes
99,89,25,10,27,B,22,Female,Single,0,Bachelor's Degree,High School,Mother,Yes,6,Average,Socializing,Low,2,No
99,90,20,17,15,C,24,Female,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,5,Poor,Sports,Moderate,6,No
88,94,15,20,47,A,24,Male,Married,3,Bachelor's Degree,Doctorate,Sister,Yes,3,Good,Reading,High,3,No
98,79,13,25,40,A,20,Male,Married,0,College,High School,Sister,Yes,7,Poor,Watching TV,Moderate,7,No
75,86,22,18,19,C,20,Male,Engaged,0,Doctorate,Doctorate,Father,No,2,Average,Reading,Low,0,Yes
64,74,9,8,25,D,23,Female,Single,0,High School,Bachelor's Degree,Father,Yes,7,Average,Watching TV,High,2,Yes
72,74,12,10,18,D,18,Male,Engaged,0,High School,High School,Uncle,No,6,Average,Socializing,High,2,Yes
90,90,8,13,43,B,18,Male,Engaged,0,Doctorate,Master's Degree,Aunty,No,9,Good,Socializing,High,6,Yes
96,87,23,15,49,A,19,Female,Married,1,High School,High School,Sister,Yes,3,Good,Sports,Low,0,No
93,84,17,10,44,A,19,Female,Married,2,Doctorate,Doctorate,Uncle,No,6,Good,Socializing,Moderate,4,No
84,98,11,10,33,C,22,Male,Married,4,High School,Master's Degree,Aunty,Yes,4,Poor,Watching TV,High,6,Yes
97,81,23,25,29,A,19,Female,Engaged,0,Bachelor's Degree,Doctorate,Aunty,No,4,Good,Socializing,Low,5,No
93,83,16,24,28,B,25,Male,Single,0,High School,Master's Degree,Aunty,No,2,Poor,Watching TV,Moderate,1,No
62,63,10,8,14,E,20,Male,Engaged,0,College,High School,Uncle,No,5,Average,Reading,Moderate,1,Yes
87,85,14,10,47,A,25,Male,Married,1,College,Master's Degree,Aunty,No,0,Good,Reading,High,0,No
80,86,12,16,31,C,21,Male,Single,0,Doctorate,High School,Aunty,Yes,7,Good,Watching TV,High,3,Yes
78,79,8,18,31,C,21,Female,Engaged,0,College,College,Sister,Yes,4,Poor,Socializing,Low,7,Yes
86,93,18,21,17,C,24,Female,Married,1,College,Master's Degree,Aunty,Yes,6,Good,Sports,Moderate,1,Yes
81,76,22,15,28,B,23,Female,Single,0,Master's Degree,Master's Degree,Aunty,No,9,Good,Watching TV,High,0,No
87,82,16,24,17,C,24,Female,Single,0,High School,Master's Degree,Mother,Yes,1,Good,Socializing,Moderate,5,No
78,84,16,24,30,A,23,Female,Single,0,Master's Degree,High School,Aunty,No,8,Average,Reading,Low,7,No
78,96,11,20,46,A,25,Female,Single,0,Doctorate,Master's Degree,Father,Yes,2,Good,Reading,Moderate,6,Yes
80,85,17,11,38,B,21,Female,Engaged,0,High School,Doctorate,Mother,No,2,Average,Sports,Moderate,6,No
74,60,8,17,18,D,25,Female,Married,5,High School,College,Aunty,No,0,Poor,Reading,Low,2,Yes
83,84,8,19,50,A,25,Female,Single,0,Doctorate,Bachelor's Degree,Father,No,9,Good,Watching TV,Low,3,No
85,90,20,11,37,B,18,Male,Single,0,College,College,Uncle,No,9,Average,Socializing,High,3,No
78,89,18,20,30,B,22,Male,Engaged,0,High School,Doctorate,Uncle,Yes,2,Average,Watching TV,High,5,Yes
92,94,24,20,25,B,21,Female,Married,5,College,Doctorate,Sister,No,6,Good,Reading,Moderate,7,No
93,82,17,12,47,A,24,Female,Single,0,High School,High School,Uncle,No,0,Average,Reading,High,0,No
90,96,17,12,23,C,24,Male,Married,5,Doctorate,College,Aunty,No,3,Good,Socializing,Low,4,No
97,89,21,11,20,C,22,Female,Engaged,0,High School,College,Brother,Yes,5,Good,Socializing,Moderate,1,No
90,79,22,23,49,A,22,Female,Single,0,Master's Degree,Master's Degree,Aunty,No,0,Average,Watching TV,Low,2,Yes
79,89,15,17,36,B,20,Male,Single,0,Master's Degree,High School,Father,Yes,2,Good,Sports,Low,5,No
75,69,9,11,22,D,24,Female,Engaged,0,Master's Degree,High School,Uncle,Yes,1,Average,Socializing,Low,7,Yes
86,82,17,12,34,B,22,Male,Married,5,Doctorate,Doctorate,Father,Yes,9,Average,Watching TV,Moderate,4,Yes
75,72,10,17,9,E,23,Female,Engaged,0,Doctorate,Master's Degree,Aunty,Yes,6,Good,Socializing,Low,4,No
83,90,18,12,35,B,22,Male,Married,2,College,Doctorate,Father,Yes,3,Average,Watching TV,High,0,No
64,64,20,11,13,D,25,Female,Married,1,College,Doctorate,Brother,No,9,Average,Watching TV,Low,7,No
75,75,23,25,36,A,20,Male,Married,5,High School,Doctorate,Brother,Yes,9,Good,Watching TV,High,1,No
67,71,14,10,16,D,22,Male,Married,4,College,Master's Degree,Father,No,2,Average,Sports,High,7,No
85,85,10,14,47,A,20,Female,Married,4,Bachelor's Degree,Bachelor's Degree,Father,Yes,1,Poor,Reading,High,4,Yes
73,63,16,20,8,D,19,Female,Engaged,0,Master's Degree,Bachelor's Degree,Father,No,9,Good,Reading,Moderate,0,No
76,94,12,11,50,A,20,Male,Married,0,High School,Bachelor's Degree,Aunty,No,5,Average,Socializing,High,3,No
83,96,8,21,43,A,18,Female,Engaged,0,College,Doctorate,Mother,No,3,Good,Socializing,High,0,No
64,72,10,12,24,D,18,Female,Engaged,0,Master's Degree,High School,Sister,No,5,Average,Watching TV,Moderate,1,Yes
94,87,20,10,37,B,24,Male,Married,2,High School,Master's Degree,Brother,No,9,Average,Watching TV,Moderate,4,No
83,91,17,21,13,C,19,Female,Married,0,High School,Doctorate,Aunty,No,2,Poor,Sports,Low,4,No
99,83,25,23,22,A,19,Male,Engaged,0,College,High School,Sister,No,2,Poor,Sports,High,3,No
99,87,21,20,46,A,22,Male,Married,3,College,Bachelor's Degree,Uncle,Yes,4,Good,Sports,High,3,No
64,71,25,11,9,D,18,Male,Single,0,High School,Bachelor's Degree,Father,Yes,6,Average,Reading,Low,0,Yes
98,95,18,10,27,C,18,Male,Single,0,Doctorate,College,Aunty,Yes,0,Poor,Sports,Moderate,1,No
61,69,13,20,8,D,25,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Uncle,No,6,Average,Watching TV,High,2,No
94,95,21,12,45,A,20,Male,Married,1,Bachelor's Degree,High School,Aunty,Yes,4,Good,Sports,Moderate,3,No
95,89,22,15,39,A,21,Female,Married,3,High School,Master's Degree,Sister,Yes,0,Good,Watching TV,High,2,Yes
87,79,12,24,15,C,24,Female,Married,1,Bachelor's Degree,Master's Degree,Uncle,No,8,Average,Socializing,Low,6,Yes
78,85,23,14,24,B,23,Male,Married,0,Bachelor's Degree,Master's Degree,Mother,Yes,7,Good,Sports,Moderate,3,No
93,98,16,16,31,B,21,Female,Engaged,0,Doctorate,College,Uncle,Yes,1,Average,Socializing,Moderate,5,No
77,88,13,24,13,C,22,Male,Engaged,0,High School,Bachelor's Degree,Mother,Yes,5,Average,Sports,High,5,No
82,89,12,13,46,A,24,Female,Single,0,Doctorate,Bachelor's Degree,Mother,No,3,Average,Reading,Low,7,No
83,79,10,10,35,C,18,Female,Single,0,High School,Doctorate,Mother,Yes,6,Average,Watching TV,Moderate,4,Yes
74,75,23,13,9,D,18,Male,Single,0,High School,Bachelor's Degree,Father,No,1,Poor,Sports,Low,0,Yes
95,91,22,13,34,B,19,Male,Engaged,0,High School,High School,Mother,Yes,0,Good,Watching TV,High,2,Yes
82,88,11,25,25,B,23,Female,Married,1,Master's Degree,High School,Brother,No,3,Poor,Sports,High,1,Yes
70,71,11,13,21,D,22,Male,Engaged,0,College,College,Mother,Yes,1,Poor,Reading,Low,4,Yes
77,80,25,12,41,A,20,Female,Engaged,0,Master's Degree,High School,Mother,No,4,Average,Sports,Low,6,No
92,92,24,22,19,B,20,Female,Single,0,High School,College,Father,Yes,5,Poor,Socializing,Low,2,Yes
75,68,13,11,15,E,21,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Father,No,0,Average,Watching TV,Moderate,6,Yes
71,71,10,25,9,D,23,Male,Engaged,0,Doctorate,Master's Degree,Brother,Yes,6,Average,Watching TV,Moderate,4,No
75,83,20,25,20,B,19,Female,Single,0,Doctorate,Bachelor's Degree,Aunty,No,3,Poor,Reading,Low,6,Yes
75,93,24,20,25,B,23,Female,Single,0,Master's Degree,College,Uncle,Yes,0,Good,Sports,Moderate,4,No
60,65,13,12,24,D,23,Female,Single,0,High School,College,Mother,No,9,Poor,Reading,Moderate,6,No
96,99,25,14,22,B,20,Female,Married,2,College,Master's Degree,Brother,Yes,1,Good,Socializing,High,1,No
95,82,9,16,28,C,24,Female,Married,2,Doctorate,Master's Degree,Brother,No,7,Average,Socializing,Low,2,No
91,93,15,14,35,B,20,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Father,Yes,2,Poor,Watching TV,Moderate,5,No
78,99,10,19,39,B,25,Female,Engaged,0,College,High School,Aunty,No,6,Good,Sports,Low,2,Yes
88,78,20,12,39,A,18,Male,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,2,Good,Socializing,High,2,Yes
79,93,14,20,33,B,23,Male,Single,0,Doctorate,High School,Brother,No,8,Poor,Sports,Moderate,2,No
82,77,9,21,36,B,21,Female,Single,0,Doctorate,Master's Degree,Brother,No,3,Poor,Sports,High,1,Yes
75,75,20,17,43,A,20,Female,Married,4,Master's Degree,Master's Degree,Aunty,Yes,9,Poor,Reading,Moderate,1,Yes
76,87,19,21,42,A,22,Male,Single,0,Master's Degree,Bachelor's Degree,Brother,No,9,Poor,Reading,Moderate,5,Yes
92,90,25,14,21,B,21,Male,Married,1,Doctorate,High School,Aunty,Yes,0,Good,Socializing,Moderate,6,Yes
90,86,23,25,20,B,25,Female,Married,1,College,Master's Degree,Brother,No,4,Good,Sports,High,1,No
85,85,22,14,46,A,18,Male,Married,5,High School,High School,Mother,Yes,5,Poor,Sports,Moderate,5,Yes
61,74,12,10,20,D,21,Male,Engaged,0,Doctorate,Bachelor's Degree,Father,No,6,Average,Sports,Low,6,Yes
81,76,20,22,34,A,22,Female,Engaged,0,Master's Degree,Bachelor's Degree,Sister,No,5,Good,Socializing,Low,4,Yes
73,62,22,18,9,D,21,Male,Single,0,Bachelor's Degree,Doctorate,Sister,Yes,2,Good,Watching TV,High,0,Yes
87,82,25,10,25,B,23,Male,Married,1,College,Bachelor's Degree,Brother,No,2,Average,Sports,High,7,Yes
90,89,9,12,39,B,22,Female,Married,1,Doctorate,Master's Degree,Uncle,Yes,2,Average,Watching TV,Moderate,2,Yes
76,94,23,22,8,C,21,Male,Engaged,0,High School,Master's Degree,Uncle,No,5,Good,Reading,High,7,No
93,93,21,17,19,C,18,Female,Married,1,Doctorate,Doctorate,Uncle,Yes,5,Average,Socializing,Moderate,5,Yes
93,89,9,20,38,B,21,Male,Single,0,College,High School,Brother,Yes,3,Average,Reading,Low,2,Yes
78,93,24,9,46,A,25,Male,Engaged,0,Bachelor's Degree,High School,Mother,Yes,0,Good,Sports,High,1,No
96,94,18,24,45,A,22,Male,Married,5,College,College,Mother,Yes,5,Poor,Watching TV,Low,2,No
93,78,10,21,34,B,18,Male,Single,0,Doctorate,Master's Degree,Brother,Yes,4,Good,Socializing,High,3,No
85,87,10,20,32,B,23,Female,Single,0,High School,Bachelor's Degree,Aunty,No,8,Average,Socializing,Moderate,6,Yes
88,77,18,21,18,C,20,Male,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,3,Poor,Sports,High,4,Yes
73,68,13,20,11,D,25,Female,Engaged,0,Doctorate,High School,Father,Yes,2,Good,Sports,Low,3,No
76,81,17,15,42,A,23,Male,Engaged,0,Bachelor's Degree,College,Mother,Yes,3,Poor,Reading,Moderate,0,No
83,99,16,17,49,A,25,Male,Single,0,Master's Degree,Master's Degree,Father,No,0,Poor,Watching TV,Moderate,6,Yes
64,67,16,15,18,D,24,Male,Married,0,Master's Degree,Doctorate,Aunty,Yes,4,Poor,Socializing,Low,1,Yes
98,82,15,19,22,C,25,Male,Engaged,0,Master's Degree,High School,Aunty,No,9,Good,Reading,High,3,Yes
88,95,16,9,44,B,18,Female,Single,0,College,Doctorate,Brother,No,6,Good,Sports,Moderate,3,No
66,68,23,8,10,D,18,Male,Married,0,Master's Degree,Doctorate,Uncle,No,4,Average,Reading,High,4,Yes
87,92,25,12,26,B,22,Male,Engaged,0,Bachelor's Degree,Master's Degree,Aunty,Yes,2,Poor,Socializing,High,0,No
78,83,22,22,46,A,22,Male,Married,1,Bachelor's Degree,High School,Brother,No,1,Good,Sports,Moderate,4,Yes
80,75,25,11,17,C,20,Female,Single,0,Doctorate,Master's Degree,Uncle,No,6,Good,Sports,High,6,Yes
72,65,13,12,20,D,25,Female,Engaged,0,High School,College,Sister,No,5,Average,Socializing,Low,0,Yes
88,88,14,11,48,A,25,Female,Single,0,Doctorate,Master's Degree,Brother,Yes,2,Good,Watching TV,Low,4,Yes
72,68,9,21,13,D,21,Female,Married,1,High School,Master's Degree,Father,No,1,Poor,Reading,Low,3,No
95,99,24,22,34,A,20,Male,Married,3,High School,College,Father,No,0,Good,Sports,Low,4,No
82,89,19,16,46,A,24,Female,Engaged,0,Bachelor's Degree,High School,Brother,No,3,Poor,Watching TV,Moderate,5,No
85,83,25,17,27,B,18,Female,Single,0,College,High School,Mother,No,1,Poor,Socializing,Low,4,Yes
77,87,9,19,27,C,25,Female,Single,0,High School,High School,Uncle,No,5,Average,Sports,High,3,No
88,97,15,9,32,C,22,Male,Single,0,Doctorate,Bachelor's Degree,Father,No,3,Average,Socializing,Moderate,2,No
97,94,25,25,46,A,25,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,Yes,4,Average,Watching TV,Moderate,7,No
83,96,13,25,41,A,25,Male,Single,0,High School,Doctorate,Sister,Yes,8,Average,Sports,Moderate,7,Yes
73,68,10,13,12,E,25,Female,Engaged,0,High School,Master's Degree,Aunty,No,1,Poor,Watching TV,High,7,Yes
66,65,25,8,15,D,23,Male,Married,4,High School,Master's Degree,Brother,Yes,7,Average,Reading,Moderate,4,No
69,63,21,12,15,D,24,Female,Single,0,Master's Degree,Doctorate,Father,No,5,Average,Watching TV,Low,6,Yes
75,86,24,25,16,B,20,Male,Single,0,Doctorate,Doctorate,Uncle,Yes,6,Good,Reading,High,1,No
65,61,16,18,12,D,19,Female,Married,4,Master's Degree,College,Brother,Yes,6,Good,Sports,High,2,Yes
81,77,11,15,29,C,22,Female,Single,0,Master's Degree,Bachelor's Degree,Uncle,Yes,9,Poor,Watching TV,Low,1,Yes
92,80,14,18,42,A,20,Male,Engaged,0,College,College,Sister,No,1,Poor,Watching TV,High,5,No
76,79,24,9,50,A,25,Female,Single,0,College,Doctorate,Mother,No,0,Good,Watching TV,Low,6,Yes
77,88,19,10,34,B,25,Male,Single,0,College,College,Aunty,Yes,2,Good,Socializing,Moderate,6,Yes
90,75,21,20,43,A,23,Female,Single,0,High School,College,Sister,No,7,Good,Sports,High,3,Yes
88,98,14,25,22,B,24,Male,Married,4,Master's Degree,College,Brother,No,9,Good,Watching TV,Low,5,Yes
92,85,25,25,37,A,19,Male,Married,0,Doctorate,College,Sister,Yes,0,Poor,Socializing,Low,5,No
86,80,23,22,33,A,23,Male,Married,5,High School,Bachelor's Degree,Brother,No,0,Poor,Socializing,High,3,No
89,96,25,12,40,A,20,Female,Engaged,0,Bachelor's Degree,Master's Degree,Brother,Yes,8,Good,Socializing,Moderate,1,Yes
87,98,20,23,39,A,22,Female,Engaged,0,Doctorate,Doctorate,Brother,Yes,7,Average,Watching TV,Moderate,3,Yes
87,86,11,11,37,C,23,Female,Engaged,0,High School,Bachelor's Degree,Mother,Yes,5,Poor,Reading,Moderate,5,No
79,79,23,16,39,A,19,Female,Married,2,Doctorate,High School,Aunty,No,7,Poor,Sports,Moderate,0,Yes
82,92,15,11,31,C,21,Male,Single,0,College,High School,Uncle,No,3,Average,Watching TV,Moderate,6,No
76,88,15,11,33,C,20,Male,Married,5,Doctorate,High School,Aunty,Yes,4,Poor,Sports,Low,7,Yes
71,70,21,12,13,D,20,Female,Engaged,0,Master's Degree,College,Mother,No,4,Good,Reading,High,6,Yes
92,78,12,14,47,A,24,Male,Single,0,Master's Degree,College,Brother,No,8,Good,Watching TV,High,3,Yes
85,76,21,18,33,A,22,Female,Engaged,0,College,College,Brother,Yes,4,Average,Sports,High,5,Yes
86,99,24,23,27,A,18,Female,Single,0,Doctorate,High School,Uncle,Yes,5,Average,Reading,High,5,No
84,93,24,23,11,C,23,Male,Engaged,0,Master's Degree,Bachelor's Degree,Uncle,No,3,Good,Watching TV,Moderate,0,Yes
84,95,9,13,49,A,23,Female,Married,5,Doctorate,Master's Degree,Brother,Yes,2,Average,Socializing,High,1,Yes
75,84,13,18,39,A,25,Male,Married,2,Doctorate,Bachelor's Degree,Mother,Yes,4,Good,Sports,Moderate,0,Yes
83,89,18,24,23,B,23,Female,Single,0,Bachelor's Degree,High School,Sister,No,7,Poor,Reading,High,2,No
75,82,11,18,36,B,24,Male,Engaged,0,Master's Degree,Bachelor's Degree,Mother,Yes,8,Poor,Watching TV,Moderate,3,No
83,88,10,24,32,B,23,Male,Married,5,Master's Degree,College,Mother,No,6,Poor,Reading,Moderate,2,No
82,82,20,13,20,C,19,Female,Single,0,College,College,Father,Yes,3,Good,Socializing,Low,5,No
79,98,22,18,25,B,22,Female,Single,0,Doctorate,Doctorate,Sister,Yes,6,Good,Socializing,Low,0,No
89,87,11,9,50,A,18,Female,Married,3,Bachelor's Degree,Bachelor's Degree,Father,Yes,8,Average,Sports,High,0,No
91,86,10,11,33,C,22,Male,Single,0,Master's Degree,Master's Degree,Brother,Yes,9,Good,Socializing,Moderate,3,No
83,77,9,13,36,C,25,Male,Single,0,High School,Bachelor's Degree,Father,Yes,0,Good,Socializing,High,2,No
96,85,8,13,46,B,25,Male,Single,0,Master's Degree,High School,Father,No,4,Poor,Socializing,Low,6,Yes
80,80,16,8,48,A,18,Male,Engaged,0,High School,Bachelor's Degree,Mother,Yes,8,Average,Socializing,High,5,No
82,98,10,20,31,B,20,Female,Engaged,0,Doctorate,Bachelor's Degree,Brother,No,2,Poor,Reading,Low,4,No
98,91,15,11,46,A,19,Male,Married,3,Doctorate,Doctorate,Mother,Yes,5,Average,Reading,Low,3,No
81,87,22,16,14,C,24,Male,Single,0,College,Master's Degree,Sister,No,8,Good,Watching TV,Low,0,Yes
72,61,8,12,10,E,19,Female,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,7,Poor,Reading,Moderate,7,No
63,61,17,17,15,D,23,Male,Engaged,0,College,College,Uncle,Yes,4,Average,Watching TV,Low,3,No
77,81,21,10,27,C,23,Female,Married,4,College,Bachelor's Degree,Father,Yes,2,Good,Sports,Moderate,0,No
80,90,23,9,35,B,20,Male,Married,4,Master's Degree,Doctorate,Mother,No,0,Poor,Reading,Low,1,No
94,81,22,19,44,A,24,Male,Single,0,Bachelor's Degree,High School,Sister,Yes,5,Average,Watching TV,Low,0,No
92,96,18,15,48,A,18,Female,Married,1,College,Doctorate,Mother,Yes,9,Good,Socializing,Moderate,2,No
74,62,18,13,11,D,19,Female,Married,1,College,Master's Degree,Mother,No,6,Poor,Socializing,High,7,No
94,92,13,22,35,A,25,Female,Engaged,0,Doctorate,College,Sister,Yes,1,Good,Watching TV,High,5,No
64,63,12,13,19,D,22,Female,Single,0,Doctorate,Master's Degree,Aunty,Yes,3,Average,Watching TV,Moderate,7,No
96,92,21,11,38,A,23,Male,Single,0,Doctorate,High School,Brother,No,6,Poor,Reading,Moderate,2,No
88,92,17,23,44,A,19,Male,Married,3,Doctorate,College,Father,No,9,Good,Sports,Low,2,No
85,94,16,24,47,A,25,Female,Engaged,0,Bachelor's Degree,Master's Degree,Uncle,Yes,1,Poor,Sports,Low,6,No
77,92,11,22,28,B,20,Male,Engaged,0,Bachelor's Degree,High School,Brother,Yes,5,Poor,Reading,Low,1,No
91,84,12,17,32,B,25,Female,Married,2,Doctorate,High School,Father,Yes,3,Average,Reading,Moderate,4,Yes
93,88,16,17,38,A,20,Female,Engaged,0,Bachelor's Degree,College,Father,No,2,Good,Sports,Moderate,3,No
82,85,20,20,19,C,19,Male,Married,0,High School,Doctorate,Mother,Yes,1,Poor,Sports,Moderate,4,No
61,63,8,20,20,D,18,Male,Engaged,0,Master's Degree,High School,Sister,No,9,Poor,Reading,Moderate,4,Yes
84,93,9,15,49,A,22,Male,Single,0,Master's Degree,Doctorate,Mother,Yes,6,Average,Watching TV,High,3,No
75,69,18,15,11,D,21,Female,Married,3,College,Doctorate,Father,No,9,Poor,Watching TV,High,5,No
84,86,13,17,27,C,22,Female,Engaged,0,College,Doctorate,Father,No,1,Poor,Sports,Low,5,Yes
71,69,8,10,23,D,22,Female,Single,0,Bachelor's Degree,Master's Degree,Father,Yes,6,Poor,Reading,Moderate,3,No
95,90,22,19,45,A,22,Female,Married,2,Bachelor's Degree,Bachelor's Degree,Brother,No,6,Good,Watching TV,Low,3,Yes
99,99,17,23,13,C,18,Female,Single,0,College,High School,Father,No,2,Good,Sports,High,0,Yes
74,69,15,9,11,E,23,Female,Single,0,High School,College,Sister,Yes,7,Average,Reading,Moderate,1,No
72,62,21,11,16,D,19,Female,Married,5,College,Master's Degree,Aunty,No,9,Poor,Reading,High,6,No
87,89,25,18,29,A,19,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Mother,Yes,2,Good,Reading,Moderate,6,No
97,99,8,20,43,A,22,Male,Married,2,Doctorate,High School,Father,Yes,1,Good,Sports,Moderate,3,Yes
81,86,9,25,47,A,25,Female,Married,4,Master's Degree,High School,Aunty,No,6,Average,Watching TV,High,0,No
89,99,22,20,25,B,23,Female,Engaged,0,Doctorate,Bachelor's Degree,Brother,Yes,7,Poor,Reading,Moderate,7,Yes
95,83,13,12,43,B,18,Male,Single,0,Master's Degree,High School,Sister,Yes,3,Average,Socializing,Moderate,1,Yes
80,76,14,12,35,B,25,Female,Single,0,College,College,Father,Yes,0,Average,Sports,Low,2,No
86,94,24,20,31,A,19,Male,Single,0,High School,Master's Degree,Mother,Yes,4,Poor,Sports,Moderate,2,No
94,97,21,8,41,A,24,Female,Married,4,Doctorate,Doctorate,Sister,Yes,4,Poor,Socializing,Moderate,0,Yes
96,86,24,11,30,B,21,Male,Engaged,0,Master's Degree,Master's Degree,Uncle,Yes,1,Average,Watching TV,High,7,Yes
81,93,24,15,18,C,19,Male,Married,4,Bachelor's Degree,College,Aunty,Yes,1,Poor,Reading,Moderate,6,Yes
99,92,8,21,31,B,25,Female,Married,0,High School,College,Father,Yes,5,Poor,Sports,High,1,No
93,95,24,18,35,A,18,Male,Engaged,0,High School,Bachelor's Degree,Sister,Yes,9,Average,Watching TV,High,0,Yes
65,75,11,16,15,D,20,Female,Engaged,0,Doctorate,Master's Degree,Uncle,Yes,1,Good,Reading,High,7,Yes
80,88,23,14,37,A,21,Male,Married,2,Master's Degree,College,Mother,Yes,4,Poor,Reading,High,3,Yes
82,95,20,9,26,C,18,Female,Engaged,0,College,College,Father,Yes,9,Good,Sports,High,0,No
62,67,23,14,8,D,20,Male,Single,0,College,Doctorate,Aunty,No,0,Poor,Sports,High,4,Yes
98,89,12,12,30,C,19,Female,Engaged,0,Doctorate,High School,Brother,Yes,8,Poor,Socializing,High,4,Yes
92,91,10,25,34,B,24,Male,Single,0,High School,Doctorate,Brother,Yes,7,Average,Sports,Moderate,6,Yes
83,95,13,10,39,B,18,Male,Married,0,College,Bachelor's Degree,Brother,No,2,Good,Socializing,Low,1,No
74,63,16,16,14,D,24,Male,Married,3,Master's Degree,High School,Mother,No,6,Average,Sports,High,3,No
84,86,15,20,44,A,18,Female,Engaged,0,Master's Degree,College,Uncle,Yes,5,Good,Socializing,Moderate,5,Yes
85,92,20,13,34,B,23,Male,Married,5,High School,Master's Degree,Aunty,No,9,Poor,Sports,Low,4,Yes
75,82,17,16,33,B,21,Female,Single,0,Master's Degree,College,Mother,Yes,3,Poor,Sports,Moderate,6,Yes
96,77,16,22,31,B,18,Male,Married,1,College,High School,Father,No,4,Average,Sports,Moderate,6,Yes
79,97,15,23,47,A,21,Male,Single,0,Master's Degree,High School,Father,Yes,3,Average,Reading,Low,2,No
79,89,18,10,34,B,23,Female,Engaged,0,College,Doctorate,Sister,No,0,Poor,Watching TV,High,0,Yes
79,81,23,19,31,A,19,Female,Single,0,High School,High School,Aunty,No,3,Good,Socializing,Low,2,Yes
68,75,11,10,23,D,23,Female,Single,0,College,College,Aunty,No,3,Good,Sports,High,4,No
